ID,date,yield,conductivity,bacteria,gram,type,rum_index_seconds,water_intake_liter,Event
6055,2023-12-17,48.2,9.8,MBG,P,C,24125.25,33.33,[]
6074,2023-12-17,45.2,10.2,SA,P,C,29457.791666666668,28.619999999999997,[]
6104,2023-12-17,58.7,9.3,CON,P,C,27805.541666666668,8.13,[]
6114,2023-12-17,15.7,8.9,MBG,P,C,28407.458333333332,57.79,[]
6137,2023-12-17,52.3,9.0,SA,P,C,21820.0,0.0,[]
6144,2023-12-17,54.7,9.2,MBG,P,C,33249.5,0.0,[]
6195,2023-12-17,54.3,9.2,CON,P,C,33230.791666666664,0.0,['OPEN']
6201,2023-12-17,52.0,10.0,SA,P,C,35906.125,0.0,[]
6236,2023-12-17,63.8,9.4,Enterococc,P,E,31974.458333333332,0.0,[]
6488,2023-12-17,39.6,10.3,MBG,P,C,31082.083333333332,30.56,[]
6598,2023-12-17,38.5,8.9,CON,P,C,31081.958333333332,16.97,[]
6606,2023-12-17,36.4,9.5,CON,P,C,29045.708333333332,49.18,[]
6645,2023-12-17,31.5,9.1,SA,P,C,25466.458333333332,33.019999999999996,[]
6752,2023-12-17,43.7,9.4,SA,P,C,26883.333333333332,6.97,[]
6996,2023-12-17,23.8,10.4,MBG,P,C,27861.333333333332,55.769999999999996,[]
7016,2023-12-17,46.4,9.1,CON,P,C,28260.875,0.0,[]
7051,2023-12-17,37.0,11.0,BN,.,.,28208.625,16.86,[]
7293,2023-12-17,22.4,9.7,MBG,P,C,30209.333333333332,11.46,[]
7324,2023-12-17,37.7,9.3,SD,P,E,26478.375,0.0,[]
7362,2023-12-17,42.0,9.9,SA,P,C,29895.041666666668,0.0,[]
7529,2023-12-17,21.6,10.6,CON,P,C,30610.166666666668,31.439999999999998,[]
7804,2023-12-17,50.7,8.3,.,.,.,36099.041666666664,0.0,[]
7924,2023-12-17,32.4,8.9,SA,P,C,29662.333333333332,13.89,[]
7936,2023-12-17,14.0,9.3,MBG,P,C,28326.833333333332,24.42,[]
7952,2023-12-17,41.7,9.7,CON,P,C,33251.833333333336,33.47,[]
8354,2023-12-17,79.5,9.1,CON,.,C,33122.625,38.25,[]
8488,2023-12-17,45.6,10.0,CON,P,C,26903.0,0.0,[]
8606,2023-12-17,63.4,9.3,MBG,P,C,27186.708333333332,16.81,[]
9158,2023-12-17,52.1,10.9,MBG,P,E,30909.958333333332,0.0,[]
9203,2023-12-17,31.0,8.5,CON,P,C,22871.875,7.68,[]
9372,2023-12-17,38.7,9.1,MBG,P,C,30583.541666666668,32.730000000000004,[]
9399,2023-12-17,38.5,8.4,SA,P,C,29752.0,0.0,[]
9411,2023-12-17,36.2,10.3,SA,P,C,22320.333333333332,0.0,['LAB']
9435,2023-12-17,,,SA,P,C,25528.791666666668,0.0,[]
9461,2023-12-17,44.4,9.0,SU,P,E,26493.541666666668,18.18,[]
50014,2023-12-17,58.0,9.1,SC,P,E,31105.583333333332,39.6,[]
50019,2023-12-17,54.7,9.0,KP,N,E,30912.333333333332,35.8,[]
50030,2023-12-17,54.6,10.3,CON,P,C,31920.666666666668,31.3,[]
50062,2023-12-17,51.7,9.2,MBG,P,C,25911.708333333332,76.25,[]
50120,2023-12-17,37.6,9.4,CON,P,C,30608.25,16.35,[]
871,2023-12-18,82.3,9.2,SA,P,C,28165.083333333332,0.0,[]
893,2023-12-18,86.7,9.6,SU,P,E,31341.208333333332,16.19,[]
919,2023-12-18,73.8,9.5,MBG,P,C,31546.541666666668,0.0,[]
971,2023-12-18,,,SC,P,E,23703.75,0.0,['LAB']
1643,2023-12-18,80.4,10.5,MBG,P,C,31518.916666666668,21.5,[]
1668,2023-12-18,89.5,9.6,SA,P,C,32775.416666666664,0.0,[]
1674,2023-12-18,46.8,10.0,MBG,P,C,23595.666666666668,0.0,[]
1757,2023-12-18,63.8,9.1,MBG,P,E,20513.916666666668,0.0,[]
1877,2023-12-18,86.1,10.3,MBG,P,C,30616.0,39.29,[]
1934,2023-12-18,83.4,11.8,MBG,P,C,25013.541666666668,15.46,[]
1950,2023-12-18,98.8,10.2,CON,P,E,28754.666666666668,0.0,[]
3620,2023-12-18,63.1,9.5,MBG,.,C,28703.916666666668,0.0,[]
4018,2023-12-18,66.1,9.5,MBG,P,E,25067.666666666668,13.07,[]
4031,2023-12-18,84.5,10.4,BN,.,.,29915.25,17.14,[]
4315,2023-12-18,79.0,8.6,CON,P,C,27847.791666666668,0.0,[]
4687,2023-12-18,70.9,10.2,CON,P,C,29449.625,0.0,[]
4870,2023-12-18,64.0,9.8,SC,P,E,27521.583333333332,106.35,[]
5054,2023-12-18,107.4,9.6,Coryne,P,C,30403.208333333332,0.0,[]
5164,2023-12-18,70.8,8.9,MBG,P,C,25737.458333333332,21.33,[]
5273,2023-12-18,77.6,11.5,CON,P,C,29183.458333333332,0.0,[]
5274,2023-12-18,89.0,9.3,SA,P,C,31891.875,35.78,[]
5281,2023-12-18,73.9,9.1,MBG,P,C,29177.916666666668,0.0,[]
5282,2023-12-18,89.0,9.2,MBG,P,C,27770.625,55.47,[]
5340,2023-12-18,69.8,11.9,SC,P,E,28127.708333333332,0.0,[]
5367,2023-12-18,97.6,9.7,MBG,P,C,32380.0,0.0,[]
5444,2023-12-18,81.1,9.6,MBG,P,C,23737.833333333332,0.0,[]
5452,2023-12-18,66.3,9.9,SA,P,C,24836.5,17.56,[]
5470,2023-12-18,100.4,9.0,MBG,P,C,31895.291666666668,44.11,[]
5600,2023-12-18,59.6,9.9,SC,P,E,28382.041666666668,0.0,[]
5771,2023-12-18,76.7,9.2,CON,P,C,30322.375,50.67,[]
5805,2023-12-18,83.3,10.0,MBG,P,E,26237.25,0.0,[]
5971,2023-12-18,86.8,10.1,CON,P,C,28796.25,21.85,[]
6055,2023-12-18,71.6,9.6,MBG,P,C,26309.458333333332,34.03,[]
6074,2023-12-18,74.2,10.3,SA,P,C,27603.166666666668,0.0,[]
6104,2023-12-18,86.2,9.2,CON,P,C,28055.416666666668,20.71,[]
6114,2023-12-18,52.2,8.9,MBG,P,C,28557.5,36.28,[]
6137,2023-12-18,71.4,8.9,SA,P,C,22066.833333333332,0.0,[]
6144,2023-12-18,29.9,9.2,MBG,P,C,29426.5,0.0,[]
6195,2023-12-18,28.7,9.3,CON,P,C,31636.375,0.0,[]
6201,2023-12-18,76.7,10.0,SA,P,C,35488.875,0.0,[]
6236,2023-12-18,95.1,9.4,Enterococc,P,E,29926.916666666668,0.0,[]
6488,2023-12-18,71.2,10.4,MBG,P,C,30294.083333333332,0.0,[]
6598,2023-12-18,66.6,8.8,CON,P,C,29700.25,0.0,[]
6606,2023-12-18,62.9,9.5,CON,P,C,29043.625,16.14,[]
6645,2023-12-18,35.1,9.1,SA,P,C,24713.041666666668,0.0,[]
6752,2023-12-18,72.9,9.5,SA,P,C,26232.708333333332,28.17,[]
6996,2023-12-18,53.6,10.3,MBG,P,C,25042.458333333332,18.27,[]
7016,2023-12-18,75.6,9.1,CON,P,C,27553.666666666668,23.85,[]
7051,2023-12-18,73.3,11.0,BN,.,.,28469.666666666668,24.509999999999998,[]
7293,2023-12-18,27.4,9.7,MBG,P,C,26239.416666666668,19.84,[]
7324,2023-12-18,50.0,9.2,SD,P,E,23821.875,0.0,[]
7362,2023-12-18,73.6,10.0,SA,P,C,28297.583333333332,13.53,[]
7529,2023-12-18,67.4,10.6,CON,P,C,29476.291666666668,39.57,[]
7804,2023-12-18,66.1,8.2,.,.,.,34370.708333333336,0.0,[]
7924,2023-12-18,64.0,8.9,SA,P,C,28833.833333333332,22.77,[]
7936,2023-12-18,18.5,9.3,MBG,P,C,26835.333333333332,0.0,['OPEN']
7952,2023-12-18,66.9,10.0,CON,P,C,31853.833333333332,50.7,[]
8354,2023-12-18,111.8,9.0,CON,.,C,29640.25,42.17,[]
8488,2023-12-18,69.3,10.0,CON,P,C,26584.916666666668,74.11,[]
8606,2023-12-18,96.9,9.3,MBG,P,C,26800.416666666668,39.03,[]
9158,2023-12-18,50.8,10.8,MBG,P,E,28920.083333333332,0.0,[]
9203,2023-12-18,50.1,8.5,CON,P,C,23200.083333333332,23.18,[]
9372,2023-12-18,61.1,9.1,MBG,P,C,28428.0,36.92,[]
9399,2023-12-18,56.1,8.3,SA,P,C,28250.083333333332,0.0,[]
9411,2023-12-18,56.8,10.2,SA,P,C,23038.708333333332,0.0,[]
9435,2023-12-18,,,SA,P,C,23489.583333333332,20.75,[]
9461,2023-12-18,65.3,8.9,SU,P,E,22250.708333333332,0.0,[]
50014,2023-12-18,55.4,9.1,SC,P,E,28711.166666666668,48.870000000000005,[]
50019,2023-12-18,89.0,9.0,KP,N,E,25316.782608695652,0.0,[]
50030,2023-12-18,100.1,10.3,CON,P,C,31469.583333333332,29.01,[]
50062,2023-12-18,71.8,9.2,MBG,P,C,23755.708333333332,30.490000000000002,[]
50120,2023-12-18,52.4,9.3,CON,P,C,30740.208333333332,14.98,[]
871,2023-12-19,49.8,9.2,SA,P,C,27439.791666666668,30.970000000000002,[]
893,2023-12-19,56.7,9.6,SU,P,E,27804.375,21.87,[]
919,2023-12-19,53.6,9.5,MBG,P,C,33523.458333333336,19.74,[]
971,2023-12-19,,,SC,P,E,20146.5,53.14,['LAB']
1643,2023-12-19,30.4,10.5,MBG,P,C,27378.208333333332,20.8,[]
1668,2023-12-19,60.7,9.6,SA,P,C,35548.125,36.43,['LAB']
1674,2023-12-19,40.8,9.8,MBG,P,C,26550.5,86.93,[]
1757,2023-12-19,42.9,9.0,MBG,P,E,22583.375,19.31,[]
1877,2023-12-19,59.9,10.3,MBG,P,C,29837.916666666668,16.94,[]
1934,2023-12-19,56.8,11.8,MBG,P,C,27438.833333333332,18.85,[]
1950,2023-12-19,49.1,10.2,CON,P,E,26305.458333333332,22.41,['LAME']
3620,2023-12-19,46.4,9.6,MBG,.,C,29582.916666666668,0.0,[]
4018,2023-12-19,22.1,9.6,MBG,P,E,27484.041666666668,0.0,[]
4031,2023-12-19,51.1,10.4,BN,.,.,34126.5,0.0,[]
4315,2023-12-19,46.8,8.6,CON,P,C,30250.958333333332,18.32,[]
4687,2023-12-19,46.9,10.1,CON,P,C,32015.916666666668,23.45,[]
4870,2023-12-19,48.0,9.8,SC,P,E,27214.333333333332,30.45,[]
5054,2023-12-19,59.4,9.6,Coryne,P,C,31856.583333333332,12.96,['LAME']
5164,2023-12-19,38.0,9.0,MBG,P,C,18802.916666666668,11.28,[]
5273,2023-12-19,31.5,11.6,CON,P,C,31188.375,20.0,[]
5274,2023-12-19,62.4,9.4,SA,P,C,31020.5,19.16,[]
5281,2023-12-19,45.0,9.1,MBG,P,C,28253.0,0.0,[]
5282,2023-12-19,55.0,9.1,MBG,P,C,25722.125,22.47,[]
5340,2023-12-19,43.9,11.9,SC,P,E,27793.333333333332,0.0,[]
5367,2023-12-19,64.4,9.8,MBG,P,C,31483.083333333332,17.83,[]
5444,2023-12-19,28.2,9.5,MBG,P,C,25324.708333333332,14.59,[]
5452,2023-12-19,41.6,9.8,SA,P,C,22879.791666666668,0.0,[]
5470,2023-12-19,63.3,9.0,MBG,P,C,28371.333333333332,44.45,[]
5600,2023-12-19,36.3,9.9,SC,P,E,27731.5,0.0,[]
5771,2023-12-19,49.2,9.2,CON,P,C,34085.666666666664,26.0,[]
5805,2023-12-19,53.1,10.0,MBG,P,E,27944.875,25.71,[]
5971,2023-12-19,54.7,10.1,CON,P,C,29345.5,0.0,[]
6055,2023-12-19,43.0,9.6,MBG,P,C,22156.875,13.53,[]
6074,2023-12-19,41.5,10.4,SA,P,C,29149.541666666668,19.37,[]
6104,2023-12-19,55.9,9.3,CON,P,C,28738.625,14.39,[]
6114,2023-12-19,23.6,8.8,MBG,P,C,31124.583333333332,0.0,[]
6137,2023-12-19,29.1,8.8,SA,P,C,26359.0,34.84,[]
6144,2023-12-19,27.7,9.2,MBG,P,C,24768.125,13.62,[]
6195,2023-12-19,57.3,9.2,CON,P,C,32874.75,0.0,[]
6201,2023-12-19,25.8,10.0,SA,P,C,36458.291666666664,37.95,[]
6236,2023-12-19,60.3,9.5,Enterococc,P,E,29752.5,34.69,[]
6488,2023-12-19,40.5,10.4,MBG,P,C,31667.666666666668,0.0,[]
6598,2023-12-19,41.9,8.9,CON,P,C,31112.75,69.19,[]
6606,2023-12-19,36.9,9.6,CON,P,C,30117.125,0.0,[]
6645,2023-12-19,17.6,9.2,SA,P,C,26309.375,17.0,[]
6752,2023-12-19,41.6,9.8,SA,P,C,27890.458333333332,11.31,[]
6996,2023-12-19,43.2,10.3,MBG,P,C,28879.291666666668,18.58,[]
7016,2023-12-19,49.2,9.1,CON,P,C,29684.916666666668,0.0,[]
7051,2023-12-19,40.8,11.0,BN,.,.,28346.375,36.6,[]
7293,2023-12-19,25.4,9.7,MBG,P,C,29399.833333333332,0.0,[]
7324,2023-12-19,33.9,9.2,SD,P,E,27102.75,0.0,[]
7362,2023-12-19,41.7,10.0,SA,P,C,27243.041666666668,32.89,[]
7529,2023-12-19,46.3,10.7,CON,P,C,32177.166666666668,18.37,[]
7804,2023-12-19,44.6,8.2,.,.,.,36195.666666666664,13.29,[]
7924,2023-12-19,41.6,9.0,SA,P,C,28659.75,21.68,[]
7936,2023-12-19,34.3,9.2,MBG,P,C,31014.833333333332,0.0,[]
7952,2023-12-19,41.8,10.2,CON,P,C,31323.25,0.0,[]
8354,2023-12-19,76.8,9.0,CON,.,C,27331.291666666668,0.0,[]
8488,2023-12-19,48.2,10.0,CON,P,C,29589.25,6.6,[]
8606,2023-12-19,57.0,9.3,MBG,P,C,24567.083333333332,54.47,[]
9158,2023-12-19,25.2,10.8,MBG,P,E,31974.791666666668,40.28,[]
9203,2023-12-19,31.3,8.5,CON,P,C,21377.875,0.0,[]
9372,2023-12-19,39.1,9.0,MBG,P,C,31553.041666666668,22.31,[]
9399,2023-12-19,37.7,8.3,SA,P,C,26084.791666666668,22.77,[]
9411,2023-12-19,33.1,10.2,SA,P,C,20949.375,14.38,[]
9435,2023-12-19,,,SA,P,C,26111.625,47.43,[]
9461,2023-12-19,42.1,8.9,SU,P,E,22166.458333333332,0.0,[]
50014,2023-12-19,52.2,9.2,SC,P,E,29546.041666666668,50.83,[]
50019,2023-12-19,54.7,9.1,KP,N,E,8953.916666666666,0.0,['LAB']
50030,2023-12-19,56.8,10.3,CON,P,C,28637.375,0.0,[]
50062,2023-12-19,49.2,9.2,MBG,P,C,26521.875,0.0,[]
50120,2023-12-19,38.1,9.3,CON,P,C,27262.916666666668,16.95,[]
871,2023-12-20,48.1,9.1,SA,P,C,28039.875,12.0,[]
893,2023-12-20,52.7,9.6,SU,P,E,30638.5,21.42,[]
919,2023-12-20,53.9,9.5,MBG,P,C,31704.041666666668,0.0,[]
971,2023-12-20,,,SC,P,E,25519.25,22.64,[]
1643,2023-12-20,62.5,10.5,MBG,P,C,29610.791666666668,44.99,[]
1668,2023-12-20,64.1,9.7,SA,P,C,33663.291666666664,54.36,[]
1674,2023-12-20,15.9,9.8,MBG,P,C,27258.416666666668,20.47,[]
1757,2023-12-20,44.2,9.0,MBG,P,E,27417.375,0.0,[]
1877,2023-12-20,58.4,10.2,MBG,P,C,29956.833333333332,0.0,[]
1934,2023-12-20,50.3,11.9,MBG,P,C,26116.916666666668,16.42,[]
1950,2023-12-20,56.9,10.3,CON,P,E,31495.541666666668,21.09,[]
3620,2023-12-20,39.1,9.5,MBG,.,C,35429.25,17.78,[]
4018,2023-12-20,45.2,9.6,MBG,P,E,29210.333333333332,33.32,[]
4031,2023-12-20,56.9,10.4,BN,.,.,34708.708333333336,34.67,[]
4315,2023-12-20,56.2,8.6,CON,P,C,29824.833333333332,38.96,[]
4687,2023-12-20,16.9,10.1,CON,P,C,30528.375,0.0,[]
4870,2023-12-20,45.6,9.8,SC,P,E,33663.375,15.07,[]
5054,2023-12-20,69.6,9.6,Coryne,P,C,36531.416666666664,0.0,[]
5164,2023-12-20,45.8,9.1,MBG,P,C,27402.75,45.76,['OPEN']
5273,2023-12-20,55.5,11.6,CON,P,C,28230.375,13.19,[]
5274,2023-12-20,58.5,9.4,SA,P,C,30251.25,14.72,[]
5281,2023-12-20,46.1,9.1,MBG,P,C,30569.166666666668,18.56,[]
5282,2023-12-20,50.0,8.9,MBG,P,C,27113.583333333332,17.72,[]
5340,2023-12-20,44.1,11.7,SC,P,E,27366.083333333332,32.32,[]
5367,2023-12-20,65.8,9.9,MBG,P,C,31890.416666666668,0.0,[]
5444,2023-12-20,53.0,9.6,MBG,P,C,25822.416666666668,16.14,[]
5452,2023-12-20,55.7,9.7,SA,P,C,26797.291666666668,0.0,[]
5470,2023-12-20,59.0,9.0,MBG,P,C,32419.583333333332,20.15,[]
5600,2023-12-20,36.7,9.8,SC,P,E,28363.5,13.51,[]
5771,2023-12-20,55.4,9.1,CON,P,C,36110.5,16.79,[]
5805,2023-12-20,54.5,10.0,MBG,P,E,29660.791666666668,21.98,[]
5971,2023-12-20,,10.3,CON,P,C,27628.458333333332,0.0,[]
6055,2023-12-20,39.3,9.6,MBG,P,C,23458.916666666668,12.59,[]
6074,2023-12-20,46.4,10.5,SA,P,C,30090.375,7.67,[]
6104,2023-12-20,60.5,9.2,CON,P,C,29932.666666666668,33.55,[]
6114,2023-12-20,44.0,8.8,MBG,P,C,32723.416666666668,15.22,[]
6137,2023-12-20,30.5,8.8,SA,P,C,30184.75,25.2,[]
6144,2023-12-20,24.2,9.2,MBG,P,C,28805.666666666668,18.24,[]
6195,2023-12-20,57.0,9.1,CON,P,C,33609.583333333336,29.37,[]
6201,2023-12-20,28.5,10.0,SA,P,C,35633.75,19.09,[]
6236,2023-12-20,61.9,9.6,Enterococc,P,E,32209.916666666668,0.0,[]
6488,2023-12-20,47.5,10.5,MBG,P,C,30235.916666666668,0.0,[]
6598,2023-12-20,44.2,8.9,CON,P,C,32709.125,20.09,[]
6606,2023-12-20,53.5,9.6,CON,P,C,29358.833333333332,19.82,[]
6645,2023-12-20,34.1,9.3,SA,P,C,27972.75,0.0,[]
6752,2023-12-20,38.0,9.8,SA,P,C,27973.583333333332,21.53,[]
6996,2023-12-20,23.8,10.4,MBG,P,C,28387.75,37.36,[]
7016,2023-12-20,44.7,9.1,CON,P,C,30038.458333333332,54.77,[]
7051,2023-12-20,43.9,10.9,BN,.,.,29572.208333333332,0.0,[]
7293,2023-12-20,40.4,9.7,MBG,P,C,29635.125,34.57,[]
7324,2023-12-20,28.6,9.1,SD,P,E,29649.916666666668,16.09,[]
7362,2023-12-20,20.0,9.9,SA,P,C,28752.375,29.630000000000003,[]
7529,2023-12-20,41.9,10.8,CON,P,C,31896.291666666668,43.120000000000005,[]
7804,2023-12-20,21.3,8.2,.,.,.,37452.416666666664,0.0,[]
7924,2023-12-20,,9.0,SA,P,C,30004.25,15.9,[]
7936,2023-12-20,34.9,9.3,MBG,P,C,32100.583333333332,0.0,[]
7952,2023-12-20,40.2,10.3,CON,P,C,30933.791666666668,23.21,[]
8354,2023-12-20,75.6,9.1,CON,.,C,33382.583333333336,18.57,[]
8488,2023-12-20,23.0,10.0,CON,P,C,28339.25,8.79,[]
8606,2023-12-20,58.0,9.4,MBG,P,C,29456.75,0.0,[]
9158,2023-12-20,53.7,10.4,MBG,P,E,30570.625,12.02,[]
9203,2023-12-20,37.2,8.5,CON,P,C,25881.208333333332,0.0,[]
9372,2023-12-20,41.6,9.0,MBG,P,C,30017.708333333332,0.0,[]
9399,2023-12-20,38.1,8.3,SA,P,C,28900.458333333332,20.3,[]
9411,2023-12-20,34.3,10.1,SA,P,C,22931.625,0.0,[]
9435,2023-12-20,,,SA,P,C,27516.75,41.769999999999996,[]
9461,2023-12-20,42.9,8.9,SU,P,E,26275.875,38.93,[]
50014,2023-12-20,25.7,9.1,SC,P,E,32222.583333333332,0.0,[]
50019,2023-12-20,50.9,9.2,KP,N,E,28452.875,21.49,[]
50030,2023-12-20,58.8,10.4,CON,P,C,29659.75,47.08,['OPEN']
50062,2023-12-20,50.5,9.1,MBG,P,C,25335.916666666668,32.17,[]
50120,2023-12-20,35.2,9.2,CON,P,C,28873.291666666668,33.39,[]
871,2023-12-21,44.8,9.1,SA,P,C,27464.583333333332,8.93,[]
893,2023-12-21,53.8,9.7,SU,P,E,28340.625,35.620000000000005,[]
919,2023-12-21,65.2,9.4,MBG,P,C,32485.75,41.92,[]
971,2023-12-21,,,SC,P,E,27459.833333333332,16.73,[]
1643,2023-12-21,61.1,10.5,MBG,P,C,29742.333333333332,20.07,[]
1668,2023-12-21,65.1,9.7,SA,P,C,32944.583333333336,37.22,[]
1674,2023-12-21,40.7,9.8,MBG,P,C,31790.0,0.0,[]
1757,2023-12-21,48.8,8.8,MBG,P,E,25711.791666666668,0.0,[]
1877,2023-12-21,54.7,10.2,MBG,P,C,29946.625,0.0,[]
1934,2023-12-21,50.5,11.7,MBG,P,C,25577.333333333332,34.39,[]
1950,2023-12-21,64.3,10.3,CON,P,E,32993.375,0.0,[]
3620,2023-12-21,39.6,9.5,MBG,.,C,32518.583333333332,13.62,[]
4018,2023-12-21,46.5,9.5,MBG,P,E,23367.083333333332,0.0,['OPEN']
4031,2023-12-21,49.0,10.4,BN,.,.,32978.75,0.0,[]
4315,2023-12-21,59.5,8.6,CON,P,C,28885.125,19.18,[]
4687,2023-12-21,41.0,10.1,CON,P,C,29789.666666666668,38.67,[]
4870,2023-12-21,51.5,9.8,SC,P,E,31682.916666666668,38.11,[]
5054,2023-12-21,67.0,9.6,Coryne,P,C,37132.416666666664,0.0,[]
5164,2023-12-21,63.2,9.2,MBG,P,C,28306.583333333332,14.61,[]
5273,2023-12-21,56.4,11.5,CON,P,C,28860.541666666668,0.0,[]
5274,2023-12-21,64.0,9.4,SA,P,C,29152.0,18.74,[]
5281,2023-12-21,49.9,9.1,MBG,P,C,31537.5,0.0,[]
5282,2023-12-21,56.0,8.9,MBG,P,C,26169.583333333332,53.36,[]
5340,2023-12-21,44.7,11.7,SC,P,E,28654.166666666668,18.68,[]
5367,2023-12-21,52.0,10.0,MBG,P,C,29087.708333333332,12.88,[]
5444,2023-12-21,51.6,9.5,MBG,P,C,25680.375,16.81,[]
5452,2023-12-21,46.7,9.6,SA,P,C,25347.75,20.03,[]
5470,2023-12-21,63.0,9.1,MBG,P,C,35977.541666666664,16.39,[]
5600,2023-12-21,36.5,9.8,SC,P,E,29716.166666666668,0.0,[]
5771,2023-12-21,48.8,9.0,CON,P,C,32535.5,54.87,[]
5805,2023-12-21,56.2,10.1,MBG,P,E,27641.625,21.16,[]
5971,2023-12-21,55.9,10.2,CON,P,C,28519.625,34.94,[]
6055,2023-12-21,,9.5,MBG,P,C,27521.083333333332,14.58,[]
6074,2023-12-21,18.9,10.5,SA,P,C,27142.875,37.739999999999995,[]
6104,2023-12-21,59.3,9.1,CON,P,C,30030.583333333332,27.880000000000003,[]
6114,2023-12-21,,8.8,MBG,P,C,29443.208333333332,0.0,[]
6137,2023-12-21,51.9,8.8,SA,P,C,29836.75,0.0,[]
6144,2023-12-21,48.4,9.3,MBG,P,C,26729.083333333332,19.36,[]
6195,2023-12-21,27.5,9.1,CON,P,C,32382.791666666668,21.67,[]
6201,2023-12-21,49.5,10.0,SA,P,C,35463.75,41.31999999999999,[]
6236,2023-12-21,64.6,9.7,Enterococc,P,E,30283.666666666668,0.0,[]
6488,2023-12-21,42.6,10.6,MBG,P,C,25302.416666666668,16.83,[]
6598,2023-12-21,40.6,8.8,CON,P,C,30692.791666666668,35.22,[]
6606,2023-12-21,38.3,9.5,CON,P,C,27170.208333333332,19.22,[]
6645,2023-12-21,35.2,9.4,SA,P,C,28374.458333333332,16.03,[]
6752,2023-12-21,39.3,9.8,SA,P,C,26687.25,16.62,[]
6996,2023-12-21,21.3,10.3,MBG,P,C,28304.166666666668,20.84,[]
7016,2023-12-21,43.9,9.1,CON,P,C,26194.958333333332,19.26,[]
7051,2023-12-21,16.8,11.1,BN,.,.,30585.833333333332,44.16,[]
7293,2023-12-21,22.4,9.7,MBG,P,C,28615.833333333332,13.53,[]
7324,2023-12-21,31.9,9.1,SD,P,E,29971.75,14.53,[]
7362,2023-12-21,41.4,9.9,SA,P,C,26391.083333333332,0.0,[]
7529,2023-12-21,46.3,10.9,CON,P,C,31466.916666666668,15.98,[]
7804,2023-12-21,43.4,8.2,.,.,.,33404.166666666664,0.0,[]
7924,2023-12-21,37.8,8.9,SA,P,C,30826.958333333332,0.0,[]
7936,2023-12-21,35.6,9.1,MBG,P,C,30037.125,19.64,[]
7952,2023-12-21,21.0,10.2,CON,P,C,30118.625,15.83,[]
8354,2023-12-21,69.9,9.1,CON,.,C,30198.208333333332,58.7,[]
8488,2023-12-21,41.4,10.0,CON,P,C,28134.291666666668,0.0,[]
8606,2023-12-21,63.7,9.4,MBG,P,C,27152.75,0.0,[]
9158,2023-12-21,55.7,10.4,MBG,P,E,30144.958333333332,11.62,[]
9203,2023-12-21,34.0,8.5,CON,P,C,26467.5,0.0,[]
9372,2023-12-21,40.2,9.1,MBG,P,C,31081.0,0.0,[]
9399,2023-12-21,35.6,8.2,SA,P,C,32070.416666666668,20.73,['MOVE']
9411,2023-12-21,37.2,10.2,SA,P,C,24969.583333333332,0.0,[]
9435,2023-12-21,,,SA,P,C,27605.583333333332,0.0,[]
9461,2023-12-21,48.1,8.9,SU,P,E,28546.25,14.26,[]
50014,2023-12-21,55.4,9.1,SC,P,E,30219.291666666668,0.0,[]
50019,2023-12-21,53.7,9.2,KP,N,E,32036.958333333332,17.53,[]
50030,2023-12-21,47.8,10.4,CON,P,C,28710.875,35.69,[]
50062,2023-12-21,53.9,9.2,MBG,P,C,24287.541666666668,0.0,[]
50120,2023-12-21,36.6,9.1,CON,P,C,32706.708333333332,18.05,[]
871,2023-12-22,50.3,9.1,SA,P,C,30004.458333333332,11.06,[]
893,2023-12-22,30.3,9.7,SU,P,E,30161.625,13.48,[]
919,2023-12-22,54.0,9.4,MBG,P,C,33981.875,18.7,[]
971,2023-12-22,22.0,,SC,P,E,25103.5,36.96,[]
1643,2023-12-22,32.0,10.5,MBG,P,C,29233.958333333332,0.0,[]
1668,2023-12-22,62.2,9.7,SA,P,C,32941.083333333336,32.35,[]
1674,2023-12-22,40.0,9.7,MBG,P,C,27032.916666666668,19.76,[]
1757,2023-12-22,50.9,8.7,MBG,P,E,22249.083333333332,0.0,[]
1877,2023-12-22,56.5,10.2,MBG,P,C,30835.166666666668,16.55,[]
1934,2023-12-22,46.4,11.7,MBG,P,C,25024.958333333332,12.52,[]
1950,2023-12-22,34.1,10.2,CON,P,E,26639.458333333332,23.59,[]
3620,2023-12-22,42.5,9.5,MBG,.,C,33458.25,0.0,[]
4018,2023-12-22,31.0,9.6,MBG,P,E,29665.5,0.0,[]
4031,2023-12-22,52.0,10.4,BN,.,.,32626.916666666668,0.0,[]
4315,2023-12-22,28.5,8.6,CON,P,C,29258.0,17.97,[]
4687,2023-12-22,5.1,10.0,CON,P,C,27791.666666666668,19.71,[]
4870,2023-12-22,49.6,9.8,SC,P,E,30724.5,50.83,[]
5054,2023-12-22,59.9,9.6,Coryne,P,C,34920.083333333336,11.22,[]
5164,2023-12-22,65.0,9.3,MBG,P,C,26126.791666666668,24.71,[]
5273,2023-12-22,52.6,11.5,CON,P,C,30794.833333333332,54.65,[]
5274,2023-12-22,66.6,9.4,SA,P,C,30271.916666666668,0.0,[]
5281,2023-12-22,50.3,9.3,MBG,P,C,31622.791666666668,21.67,[]
5282,2023-12-22,48.9,8.8,MBG,P,C,27279.25,27.619999999999997,[]
5340,2023-12-22,42.7,11.6,SC,P,E,26445.083333333332,11.66,[]
5367,2023-12-22,60.3,10.0,MBG,P,C,32043.458333333332,32.01,[]
5444,2023-12-22,53.9,9.5,MBG,P,C,26245.75,0.0,[]
